Review,Date,Rate,cleaned_text
"Great communication from the initial conversation through pick up of the vehicle. Very flexible on multiple fronts, couldn't be more grateful. Thanks",19 août 2019,5,great communication initial conversation pick vehicle flexible multiple front grateful thanks
The whole process went smoothly!Thanks!!!,19 août 2019,4,whole process went smoothly thanks
They were very helpful helping me sell my car and getting it out of the yard where it was at no cost to me excellent customer service I’d recommend them to anyone looking to sell their car,15 août 2019,5,helpful helping sell car getting yard cost excellent customer service recommend anyone looking sell car
It was easy to sell my car through CarBrain.  Everything went as advertised.,15 août 2019,5,easy sell car carbrain everything went advertised
"Although I was hoping for a better price, as I'm sure everyone does, I was actually very satisfied with the overall process.  Everyone I talked to was polite and professional.  Gulio was the person I dealt with and he was very friendly and helpful.  I would recommend CarBrain to others",15 août 2019,4,although hoping better price sure everyone actually satisfied overall process everyone talked polite professional gulio person dealt friendly helpful would recommend carbrain others
It was super easy thanks to the great people at CarBrain!! Recommend!!,14 août 2019,5,super easy thanks great people carbrain recommend
"Quick, easy, fast. Can't ask for anything better.",14 août 2019,5,quick easy fast ask anything better
FAst and easy to get a quote.   Driver arrived in the time wondow proposed and wrote a check for the amount we agreed to .,14 août 2019,5,fast easy get quote driver arrived time wondow proposed wrote check amount agreed
Excellent experience. It was really quick and easy to sell my car on carbrain. They came and picked up and gave a very good price which I couldn't have got from anywhere. Definitely recommend carbrain.,14 août 2019,5,excellent experience really quick easy sell car carbrain came picked gave good price got anywhere definitely recommend carbrain
"CarBrain gave me the most for my wrecked truck. they were on time.honest,professional and went beyond and above to make me happy.got rid of my truck, for the best offer ,they gave me more than any offer.They were on time fast and efficient.I have recommended them to other. GREAT JOB AND Service",13 août 2019,5,carbrain gave wrecked truck time honest professional went beyond make happy got rid truck best offer gave offer time fast efficient recommended great job service
