Review,Date,Rate
"Nancy was amazing!! Super quick and professional service, sold my car the same day!  Will be recommending to friends and family.",04 décembre 2018,5
Our transaction ran smoothly. A good experience.,04 décembre 2018,5
I could not believe it they did everything they said they would and I received my check the same day they picked up the car.,04 décembre 2018,5
"Easy, fast and reliable!",04 décembre 2018,5
"We had a great experience with CarBrain. The only difficulty came when it was time to arrange pickup  of the vehicle as the contracted pickup drivers were not very flexible and made scheduling difficult. Overall, would use again.",04 décembre 2018,5
They helped me every step of the way. Quick n easy.,04 décembre 2018,4
I still can't believe how easy it was to sell my car to CarBrain.  I couldn't be more happy with every aspect of the transaction.,04 décembre 2018,5
So quick and Great experience. Thank you,04 décembre 2018,5
"At 1st I was very sceptical as this was my 1st time doing this. The website was easy to  navigate. The representatives, especially Steve were very helpful. When my car wasn't picked up on the scheduled date due to tow driver calling the wrong number and as a result I was about to get charged extra storage fee from the place where I had my car parked until it was towed. Steve got on the case and made sure the car to be picked the next day early morning and he made it happen.",04 décembre 2018,5
Very easy to work with and quick response time.,04 décembre 2018,5
Great service!!! We are very happy with the result!!,04 décembre 2018,5
"Just as easy as clicking the mouse a few times, receiving a text and setting up a time for this honest company to pick your vehicle up.I'm a septic of epic proportions, I did my research and CarBrain was true to their word 100%.CarBrain made this a smooth, simple process and if anyone is tired of the dealerships low balling you for your trade-in, go to CarBrain.com first and you won't be disappointed.",04 décembre 2018,5
"Dealing with Carbrain was good but their contractor spilled oil on my brand new driveway while towing my car. Yes it was their truck, my SUV had no leaks and the oil stains started where the tow truck was parked.",04 décembre 2018,5
Fair price & quick service. Recommend!,04 décembre 2018,3
"Very good experience.  Minor miscommunications at the end, but CarBrain quickly worked it out with the local tow company.",04 décembre 2018,5
"Finding CarBrain online was the best thing we did to get the best deal for our car with a blown engine.  Customer service was all around fantastic, process was easy and conducted flawlessly.  And the best part was getting our car for $700 more than was offered by any dealers/ buyers in our area.",04 décembre 2018,4
Great customer service. Always making sure I was ok and had everything together. Answered all my questions right away.,04 décembre 2018,5
"Very easy, fast and amazing customer service.",04 décembre 2018,5
"Simple and seamless.  Got my quote, accepted, tow truck driver called when he was close.  Had a check. All done with no problems.",04 décembre 2018,5
Carbrain made a fair offer and took care of transportation.  My experience with Carbrain was very positive and I would definitely do business with them again.,04 décembre 2018,5
Just fast and good,04 décembre 2018,5
"Carbrain was great, the money was delivered when the picked up my car. I had not one issue with the  customer service, they were fast to respond and very helpful. I have already recommended them to a friend.",04 décembre 2018,5
"Quick process, minimum effort on my part, and very professional associates. I would definitely use CarBrain again!",04 décembre 2018,5
Everything was handled in a professional manner and in a timely manner .,04 décembre 2018,5
Good follow up and fair value,04 décembre 2018,5
"Easy to work with, decent offer on my vehicle, no issues on payment. Would definitely try them again",04 décembre 2018,5
It was quick and really easy. Would definitely recommend and use again.,04 décembre 2018,5
They were so helpful in handling our car situation. They were fair and patient. Would recommend to anyone looking to sell their car!,04 décembre 2018,5
They were great. They gave me time to make a decision and once agreed upon the transaction was smooth.,04 décembre 2018,5
Nancy was amazing.  She made this very easy and answered all of our questions.  She’s very valuable to your company.  We would do business again with your company because of Nancy.,04 décembre 2018,5
Very simple and easy process. They were very polite. It was also very quick!,04 décembre 2018,5
"I NEVER write a review for anything to me it’s a waste of time; however, I had such a bad experience with car brain that if this review helps even one person stay away from this company then it’s worth my time.I went through the long process of getting a quote for me car. I received a quote for $900 for my 2003 Mazda 6 (good condition everything works ). Fine, I waited a few days later for someone from car brain to call me and say “ we had a computer glitch and the offer you got of $900 was an computer error! “ and she went on to say they can’t find any buyers in my area for my car.This was obviously a flat out lie. Plus I live in NYC and a Mazda 6 is a popular car! AVOID THIS COMPANY THEY ARE LIARS!!! They will waste your time. Call your local junk yards instead. Also be aware of one more trick they do to  manipulate people. Watch out for a reply from them to this review attempting to explain themselves in a nice polite manner. DONT LISTEN TO THEM ITS MORE LIES!!! DONT DO BUSINESS WITH THESE PEOPLE!Thanks ! Have a nice day ....",04 décembre 2018,5
Timely communication. Did what they said they would do. Smooth transaction.,03 décembre 2018,1
"Very straightforward, positive experience. Fast and easy.",02 décembre 2018,5
The sale of my car to CarBrain was a very smooth process. Highly recommend.,29 novembre 2018,5
She was the best! Very helpful and got our car taken care of right away!,29 novembre 2018,5
"Easy, fast! Really appreciate their help.",29 novembre 2018,5
The whole process was very easy and everyone I spoke to was very helpful.,29 novembre 2018,5
"Great service and easy transaction! I called another company first and their offer was so low I almost thought they were joking! I haggled with them for a few days and they brought it up, but I still didn't feel confident.I decided to do some more research, and came across CarBrain. Their offer was the amount I was looking for. They honored their offer when the car was picked up. Other places told me that other companies will offer one price then try to negotiate you down when they come to pick up the car, that did not happen with CarBrain!They handled everything! Please, please be sure to give them a chance to give you an offer on your car before you settle!Thank you so much for making this a simple and fast transaction!!",21 novembre 2018,5
Fair price. Expedited transaction efficiently.,21 novembre 2018,5
She was great and very helpful,20 novembre 2018,5
"CarBrain is fine, and they were responsive and efficient. However, I am sorry to say that Copart, the towing company they partner with is anything but. They told me they would be picking my car up two days in a row, and two days in a row they canceled, and I made arrangements to be off work both days for no reason. Every time you call Copart you have to wait at least 15 minutes on hold, and it's an extremely frustrating experience. Based on this, I cannot recommend CarBrain. While the offer was good, the frustration of dealing with Copart is not worth it.",20 novembre 2018,2
"Excellent communications.  Knowledgeable in all details of title transfer, bill of sale, etc.",09 novembre 2018,5
Bill was very helpful in getting the transaction complete.I was very happy with the process !,09 novembre 2018,5
"It only took 3 days to complete my transaction  with CarBrain from the time I contacted them and that's because I couldn't  find my title and had to make a trip to the dmv to get a copy. I actually got more money for my Camry than I was asking. Tow truck showed up on time with check and 5 minutes later I was at the bank cashing it.  Simple, quick and courteous. Highly recommend.",08 novembre 2018,5
"Received more than I was offered as a trade-in.  Easy pick up and payment.  Give it a try, you have nothing to lose.",07 novembre 2018,5
it was simple and quick. anyone with a vehicle that needs to move along should use CarBrain,05 novembre 2018,5
Nancy did a great job! Very helpful from the very beginning to the very end.🌠🌠🌠🌠🌠,05 novembre 2018,5
"on time, courteous and easy process",03 novembre 2018,5
Very quick responses. Offered a fair and locked in price for my vehicle. Nancy made the whole event painless. Thank you.,03 novembre 2018,5
"I would have never believed that I could find a solution to my situation so easily. Carbrain.com was fast, efficient, and met me with a tow truck and check at scheduled time. Made my week!",02 novembre 2018,5
"Got a good offer, but they sell the vehicles to local salvage shops, and then you have to deal with the salvage yard to arrange pickup and payment. Co-part was the actual company who ended up buying our car and it was a pain in the butt to coordinate with them. Took 3 weeks to finally get it taken care of.",02 novembre 2018,3
"Had a good experience. Bill was great, communicated effectively the whole time, was proactive, and when I finally decided to pull the trigger, process was very smooth.Thanks",01 novembre 2018,5
One of the smoothest transactions I’ve ever had.,01 novembre 2018,5
Thank you for taking care of us...we received a good deal compared to others...the loss of our vehicle was sudden not planned.....decisions needed to be made fast.....thanks for your patience and keeping us informed.  I am so glad I researched looking for an answer on damaged vehicles....so happy we found CarBrain.....the reviews were very helpful in making our decisions.  I will recommend you to anyone needing your service.....Peace....dbb.,29 octobre 2018,5
"I had a great experience with CarBrain - they were quick to respond via email and text to all of my questions. They were able to pick up my car without me being there and once I mailed the title (they provided shipping label), I was sent a check overnight. Everyone I interacted with was very professional and helpful! Thanks Nancy!",28 octobre 2018,5
Totally professional and transparent. Nancy was a pleasure to work with and all details worked out to my satisfaction in advance .. including scanned image of certified check so I cud check out validity.  Would highly recommend to anyone needing to offload less than perfect car.,27 octobre 2018,5
"Great deal, with an honest company! I've told a lot of other people about the wonderful experience that Car Brain had to offer!",27 octobre 2018,5
IWe had a very good experience selling our car. Everything went smoothly..excellent customer service 👍👍👍,27 octobre 2018,5
Great service ! 100%,26 octobre 2018,5
"I will recommend, Carbrain.The process was smoother and really easy.Thanks",26 octobre 2018,5
"Was very easy and convenient! Was surprised vehicles were not selling for more, but it is what it is!",26 octobre 2018,5
"Professional, prompt, friendly, fair prices, no hassles, and no pressure. I would definitely recommend CarBrain to anyone. Tiffani Sherrod and her partners will not steer you wrong!",26 octobre 2018,5
"Very easy way to get rid of your cat.  They are willing to work with you, for pickup time and date.  They were prompt and professional.",11 octobre 2018,4
"Nancy was very helpful, prompt and extremely courteous. She got me the best price with no hassle. I especially appreciated the transaction process, smooth and without a hitch. Would definitely use these guys again!",10 octobre 2018,5
"Recently sold my 2007 Nissan Murano to CarBrain. Though I had hoped to be offered a higher price, using CarBrain allowed a quick easy option to getting rid of a car that proves hard to sell or trade-in.",10 octobre 2018,5
Easy to deal with payment received as promised.,10 octobre 2018,5
"Tiffini was great helping me with the arrangements.Called to make local arrangements. They came to pick up the car in less than 1 hour, check in hand. Everyone was pleasant and professional throughout the entire process.  Thanks everyone.",03 octobre 2018,5
I got a fair price and the sale was stress free,03 octobre 2018,5
"Car brain was quick, easy, and gave me twice the amount for my car that others were offering.",01 octobre 2018,4
Excellent! Very helpful customer service. Happy to be able to  a quote online and accept their offer.,30 septembre 2018,4
Easy to communicate with and completely flexible to my scheduling requests.,28 septembre 2018,5
"Showed up fast, just not much money for the car.",27 septembre 2018,3
"Received a very fair price, there was great communication throughout the whole process, and was a super convenient way to finally get the old car out of the driveway!",26 septembre 2018,5
Smooth as silk selling carbrain my old car.,26 septembre 2018,5
Could not have been easier. 3 days and the car was gone and check was in the bank,26 septembre 2018,4
They were helpful and pick my car up on time,26 septembre 2018,5
Easy to use and quick turnaround! The quote the provided was given!,26 septembre 2018,5
Everyone I dealt with was professional and courteous.. I would absolutely recommend them!,25 septembre 2018,5
"friendly, and responsive to calls and email, and gave a good price for my car.",25 septembre 2018,5
My car was deader than dead and Carbrain made it really easy! They took my info gave me a timeframe and were at my location in record time. They made it easy and pleasant!Thanks!!,25 septembre 2018,4
Very helpful and honest with pricing of the automobile.,25 septembre 2018,5
"Straight-forward service... Like their website demo detail, the offer and exchange happened as promised. No gimmicks or small print.",24 septembre 2018,5
They were very professional and Nancy was extremely nice and courteous. Explained the procedure and everything went smoothly except when I signed my title in the wrong place by accident not her fault mine. She sent me the necessary paperwork to correct the mistake and I had my check in a reasonable amount of time. Once more thank you Nancy.,23 septembre 2018,5
"Once we were ready to have car picked up, they were prompt and give you a fare price for your car.  Service was excellent, would recommend to any one, Thanks",23 septembre 2018,5
They really made it easy and gave me way more than anyone else! Showed up on time and brought me a check - it couldn't have been easier.,21 septembre 2018,5
"Very interesting experience. Selling my scrap car online was waaaaay out of my comfort zone, however everything has gone well and as of today (5 days post sale) the money is still in my account. They offered the best deal I could find by over double any of the other offers I had (dealer offered me 500 and my mechanic offered me 300). Definitely would recommend, although keep in contact with the regional partner they can be more disorganized then the CarBrain staff",21 septembre 2018,5
CarBrain was so easy to deal with. Get up on their web site put all the information in get a quote and the response was awesome. Call the towing company set up a time and they were great right on time cash in hand and they gone!!!!!,21 septembre 2018,5
Very nice.to talk to. Answered all my questions. And picked the car up less than 24 hours. With the check thank you,20 septembre 2018,5
"Great app to sell your vehicle, quick, easy and accurate",20 septembre 2018,5
"Nancy from CarBrain was very friendly, efficient in her dealing and communications. I enjoyed working with her.",20 septembre 2018,5
"I was not certain this was a good thing.  It turns out, my car was picked up and I was paid on the spot.  Very easy transaction.",20 septembre 2018,5
"Easy, friendly and timely",19 septembre 2018,5
"Everyone was quick, courteous knowledgeable, straight forward, yet friendly and understanding.. complete opposite of many of the other companies that advertise this type of service. I was pleasantly surprised!!  Keep up the great work, guys.... you just might re-kindle and inspire a good old American trend..PERSONABLE, QUALITY, NO-NONSENSE BUSINESS relations between merchant and customer.👍",19 septembre 2018,4
The purchase of my vehicle was not what I expected but better than the rest I spoke with.,19 septembre 2018,4
"Since I can't give two ratings, I have to leave this at 3 stars.  However, if I could leave two ratings, I would say 5 stars for the actual deal, but 1 star for the follow through.  The process to transfer the vehicle and payment was painfully slow once all the necessary documents and price negotiations were complete.  Coordination between the main office and our local city office was sub par.",19 septembre 2018,3
"Awesome experience! Delilah (the associate buyer) was GREAT!I cannot emphasize enough how helpful and patient Delilah Domenech, the Associate Buyer, was with me as she walked me through the entire process. Her service and great attitude really made the transaction easy: I recently sold a truck with a blown engine to CarBrain. I was a bit nervous about selling the vehicle over the internet, but I have to tell you that CarBrain's process was very easy, and I was very satisfied with the price.Unfortunately for me, the truck I sold still had an outstanding loan balance greater than the CarBrain offer, but all I had to do was pay the balance down to the CarBrain offer, and they handled all of the paperwork to pay off the loan and get the title directly form the bank. When the deal was finalized, all I had to do was schedule a time for them to send a tow truck to pick up the vehicle (which they paid for).",19 septembre 2018,5
"Very helpful, quick (timely)and professional. Very friendly and helpful!",19 septembre 2018,5
Fast very polite. The deal was easy and fast.,19 septembre 2018,5
CarBrain made salvaging our car easier than it would have been on our own.  Loved the home pickup and check delivery.,19 septembre 2018,5
I thought carbrain was too good to be true... but it is true!!!! Excellent experience!,19 septembre 2018,5
Was at first reluctant to sell car online but after talking with them they were totally professional and did all the work. Car Brain will definitely be who i call when i need this type of service again. Thanks,19 septembre 2018,5
Working with Carbrain was an easy experience that helped me out of a jam!,19 septembre 2018,5
"I couldn't have asked for a much easier way of getting rid of my car, which needed a new engine. The whole process was quite straightforward and price quoted was very reasonable. Michael was super responsive and made sure that the whole thing went smoothly. No issues with getting the payment. I would definitely recommend it to anyone trying to get rid of their less than perfect car.",19 septembre 2018,5
"Mike from Carbrain was awesome. All questions were answered and all steps went smoothly. No complaints,  Highly recommended!",19 septembre 2018,4
"We were extremely pleased with CarBrain. The process was easy and customer service excellent.   After learning our car needed an engine replacement that would cost more than the car was worth, we thought we would just have to cut our losses.  CarBrain purchased the car from us for a fair price making a bad circumstance bearable. I recommend them without reservation.",19 septembre 2018,5
Mike was so patient and understanding and walked me through the whole process!!!!,19 septembre 2018,5
CarBrain provided a quick response and efficient pickup process.  They made it very simple.,19 septembre 2018,5
An easy way to make some money from a vehicle even when it isn't running.  They take of care of everything.  You just hand over the title and cash your check.,19 septembre 2018,4
Super easy; professional staff; amazing price paid for my 2005 Tacoma.  I was amazed by how easy it was and how quickly things were done.  I'd give them 6 stars.,19 septembre 2018,5
"Easy process, quick service, very good follow up.  Provided us with a fair price and an efficient process.  Worked with me on pick up schedule that met our needs.  Did follow up on last minute requests. Have used them in the past and will continue to use them in the future if needed.",19 septembre 2018,5
"They're good!!I was skeptical...Process was smooth, gave me an offer, tow truck showed up, gave me a check, check cleared :) , done.",19 septembre 2018,5
Smooth transaction from start to finish!!!,19 septembre 2018,5
Straight forward.  Trustworthy.,18 septembre 2018,5
"The people who pick up the cars need to tell those giving up their car/title what to expect. I panicked when the DMV told me never to give my title up without seeing that it is transferred out of my name, as I would be paying taxes on it forever.",18 septembre 2018,5
"I received the best price for my junk van that’s motor had died. The process was easy-they made a good offer, I accepted and the tow truck picked it up! As painless as such an annoyance could be!",18 septembre 2018,5
"they did what they said, all good.",18 septembre 2018,4
Carbrain.com  contacted me after I put an ad on Craigslist about a car that I was going to sell as junk. They offered  me a fair market price for my vehicle which was more than I was asking for on Craigslist. made the arrangements to pick up my car gave me a check on the spot . when I call them up the next day to tell them that I left my garage remote control in the sun visor they told me it was not a problem and they mailed it out to me UPS the next day. I would highly recommend this company to anyone who has a problem vehicle and doesn't know what to do with it.,18 septembre 2018,5
The transaction went smooth as can be. I was very pleased and satisfied with the driver Steve who came to pick up the vehicle. Also with the customer service of all the staff involved with the steady communication from the initial inquiring to the actual pick up of the vehicle.I would like to thank you for a great experience with the whole transaction. I would recommend your services to anyone needing a reference for the selling of their vehicle or if I decide to sell any other vehicles that I may own in the future.,18 septembre 2018,5
Got 3 quotes and Car Brain was higher by $200. A couple of friends were doubtful this was even legit. Guy arrived on time with check in hand as agreed. Can’t ask for anything more. Thank you!,18 septembre 2018,5
"This is a great company!!! Great customer service! Friendly, efficient and available after hours and on weekends . I highly recommend anyone who needs to get rid of a car to give this company an opportunity!",18 septembre 2018,4
Had a great vehicle with only needing a transmission on it but unfortunately the offer price wasn't what I was expecting.  Super low ball.  I would warn other future customers about the process.  But the rest of the process was quick and professional.,18 septembre 2018,5
I would recommend to everyone I’m a very happy customer,18 septembre 2018,5
Stumbled across Car Brain after an unfortunate event. I was thrilled with the results,18 septembre 2018,5
Car brain was amazing. They were fast and easy. They really helped us out in a bind getting rid of my vehicle that no longer worked.,18 septembre 2018,5
very easy to deal with. Great transaction.,18 septembre 2018,5
"The whole experience was very easy, super quick, and spot on.  They were responsive, helpful, accurate, and it couldn't have been easier.",18 septembre 2018,5
"Smooth transaction.Very fair and easy to work with, no gimmicks.",18 septembre 2018,5
"Fair price, quick service.  I admit I was a bit skeptical, but pleased",18 septembre 2018,5
CarBrain offered the best price by far and they made the transacted easy as possible. Great communication too.,18 septembre 2018,5
"A joke and waste of time. I have a good running, reliable pickup that I want to sell. My wife passed away, my kids are grown and have vehicles, grandkids won't be driving for another 13 years. These clowns say the buy vehicles anywhere but the answer I got was { sorry nobody in your area is interested in your good running, reliable truck.} Even though I live in a rural farming community where the mountains aren't far away either. I should have known nobody around here wouldn't be interested in a 4X4 pickup.",18 septembre 2018,1
They rip people off no matter the Make and Model they will give you chump change for you vehicle! Need to sell a working vehicle don’t ever trust or go to Carbrain.,15 septembre 2018,1
"Couldn't have gone smoother.  Most of the transaction was done by text, with a couple of e-mails thrown in.  They followed up by phone the day before the pick up.The pick-up was on time and also went smoothly.  The driver called about 30 minutes ahead of time to make sure he had the correct address and that the car was ready.  The check cleared the bank within 24 hours.  And the amount paid was well above what any of the local junkyards were willing to pay.  As they say, this was 'stupid easy'.  Thanks for a great experience.",14 septembre 2018,5
"They got back to me after leaving a message, but I didn't know it was only an answering service.  I was worried that they were going to change the offer price when they got there, but it couldn't have gone any smoother.",13 septembre 2018,4
"My car barely ran, was 15 years old, and looked... not good. I wanted to sell it quick without the hassle of searching for a buyer.  Carbrain gave me a quote, I accepted, a couple days later the buyer picked it up and I was done.",08 septembre 2018,5
"CarBrain made this incredibly easy and painless. My car blew up months before I was planning on trading it in with barely 65,000 miles on it and thanks to them it wasn't a complete loss for me.",08 septembre 2018,5
"Selling my car online was definitely out of my comfort zone, but CarBrain walked me through the process. I have to admit there was a little hand holding along the way too. I think it would benefit CarBrain to explain in more depth their business model as the middle person who brokers the sale of your car to a car auction company. It took me several phone calls to figure that out. I would recommend CarBrain to anyone who has a less than perfect car. They gave me a fair price without the hassle of trying to sell a car that broke down in my driveway and ultimately became too expensive to fix.",04 septembre 2018,5
The process was easy and quick. The offer was more than other sites I looked at. Customer service from Katie was excellent. I would definitely recommend CarBrain if you have a vehicle that you want to get rid of.,03 septembre 2018,5
Good experience,03 septembre 2018,5
"The communication between Carbrain, the tow company, and myself was poor. The tow company didn’t call back to confirm an appointment, then came on a day I asked them not to, even when I had also told my Carbrain rep, Nancy, to make sure they didn’t come that day. After we rescheduled, they showed up on the right day, but didn’t knock on the door. Instead they hooked my car up and took it away without giving me a check or taking the pink slip. I had to call them back out (for the third time) to pay me and take the pink slip, But I was happy with how easy the offer process was and that Nancy followed up throughout the process",01 septembre 2018,3
Excellent!  No reservations whatsoever.   I would recommend this company to anyone!!Katie Jones facilitated the transaction - she was professional and helpful....and patient with me and my questions!,30 août 2018,5
"I sold my BMW 2012 X5, with a bad engine  and the entire process was seemless. I got a quote and we negotiated and agreed on price. They closed out the loan with my bank of which I had outstanding payment and received the title. They provide a tow truck to pick up the car, without me needing to be there. I would definitely recommend anyone selling there car to use Carbrain. They are the best!",30 août 2018,5
"Very bad experience.. The worst of the worst! Customers services terrible, chat between 45-1hr waiting. After( two days waiting, after got an offer) I called, from Michael, to Nancy, to ( don’t get the name)......40 minutes later talked with “Supervisor Frank”....  to change everything about it, shocking between offers to the reality. Company hidden information and lack of professionalism ways to customers.  Don’t do business with Carbrain; do better business with KBB and there’s Instant offer....more profesional and real good offer..!!!",30 août 2018,1
The whole experience went as smooth as the website described. Everything was wrapped up quickly and got a very fair price for our car.,28 août 2018,5
I was totallly  impressed with Katie and her associates performance and professionalism.,28 août 2018,5
The experience was easy and I received my offer the same day. The reason I gave a 4 is because the tow company picked my car up and didn’t retrieve the title or give me my check.( driver didn’t follow instructions) I had to drive 35 mins to go retrieve my check and give the title.,26 août 2018,5
"Quick, professional, convenient. What else do you need? If you don't want the hassle of selling a junk car just go through this.",25 août 2018,4
Quick turnaround and great price.Dealership offered $500 and then $1000.Got $4535 from Carbrain.,23 août 2018,5
"At first I was skeptical about receiving a corporate check. All went smoothly, and the checks cleared the bank.",23 août 2018,5
They offered me $420 to $750 for my 2008 madza 6 which I drive everyday.  Nothing at all wrong with it except for needing a cleaning.  It's valve is about $3000 according to KBB.  This company is a ripoff.,22 août 2018,5
Would have given 5 stars if I could have been given what the vehicle is truly worth.  I would like to have received $2000.00 more but that didn't happen.,21 août 2018,5
Smooth and professional transaction. Good communication and follow through.,21 août 2018,1
"That was the easiest way and quickest way that ive ever sold a car, thanks!",17 août 2018,4
"Quick, honest, professional and accommodating. Made the process easy.",17 août 2018,5
"Quick,easy I never give 5 stars untill now.not even to Amazon.They were professional and checked on it all to the way.highly recommend",17 août 2018,5
CarBrain was great. They made it super easy to sell our junk car and we got a great price. Dealerships told us they would give us $100 for a trade! So happy we went with CarBrain instead. I was skeptical because it seemed to good to be true. I mean they were going to come and pick up the car for us and give us money? But they were for real! Car gone. Money deposited. Very happy with this company.,15 août 2018,5
They where friendly and helped me get the st for my car,15 août 2018,5
"My contact was patient, helpful and never overbearing or pushy. I had a trip delay and she made sure I had the information that I needed when I needed it.they kept me informed about the pickup and called when there was a delay.the pickup was handled by a courteous and concerned driver.everything worked very nicely.",15 août 2018,5
The experience was easy and wonderful. Bill and Roger helped in answering all of my questions and concerns. Thank you so much!,13 août 2018,5
"I sold my damaged car here with a very smooth and worry-free transaction. The price was fare and the process was very simple. I just accepted the offer, provided the owner certificates, and arranged a time for them to pickup the car with a check pay me ready. Katie was very nice and helpful.",11 août 2018,5
"Great experience from the beginning.  I was a bit concerned about giving the car, keys and title to a stranger before receiving and cashing the check.  I was given a link to reviews (both BBB and personal) as well as a copy of the check so I could verify the account and funds before handing over the title.  Car Brain was very accommodating, and eager to put me at ease.  The tow truck showed up on time.  Funds cleared the bank.",11 août 2018,5
Great job. Smooth in every step.Thank you girls.,10 août 2018,5
Katie was great to work with and everything went smoothly,10 août 2018,5
"You know when you think thing are tooooo smooth...well this was really the case! Michael R was amazing, prompt, respectful...I would recommend them highly.",10 août 2018,5
"I almost never do positive reviews but felt compelled to do so because this can be a trying process. First of all, I am so glad I went with Carbrain over Peddle. Bill was attentive and helpful. He offered to communicate however I wanted, even text message. He even helped me get a better offer when Peddle tried to swoop in. Thankfully Peddle’s reviews are terrible. The towing service Carbrain set me up with worked with me to make sure the transaction went as smoothly as possible.",10 août 2018,5
Thank you so so much! My car has been picked up along with the title and I received the payment just as proposed. I never thought it would be this easy or that I would possibly get any payment like that for my car. This has definitely been a ray of sunshine in a dark moment and I have to say thank you again!,09 août 2018,5
"Fair quote, beat all others. Very easy process.",09 août 2018,5
Easy and smooth experience. Very fast and made my life so much easier by taking the worry away.,09 août 2018,5
CarBrain was great and responsive. Katie helped me with any and everything I needed. Including the paperwork. Tow company was great also. No issues cashing out my check. Entire process was great and I will sell my next car to this company before any person or dealership.,08 août 2018,5
"Super fast, great customer service and great price for my car!",08 août 2018,5
The experience was so simple and fast that you think something is wrong but they have a simple and pain fee method of doing business,08 août 2018,5
"Easy to work with company, they do all the work. Be sure to snap some photos of your vehicle to send to them for best price. They offered me almost double the highest offer I got from other buyers. Then I just accepted their offer, and they ""held my hand"" through all the other steps. I highly recommend CarBrain. Their Nancy Crum handled my transaction from start to finish,  she is the best.",07 août 2018,5
"I had the loss of a family member the same week my Lexus RX350’s engines seized. Unable to deal with much the carbrain option seemed ideal. It seemed too good to be true the level of service and communication that I received. They got it done and were reliable with their word. Thank you for your help, concern and follow up. CarBrain is highly recommended by myself and my family. Thank you. CF",04 août 2018,5
"I would highly recommended CarBrain. I was skeptical going into it but after reading the reviews, I decided to give it a try. Nancy was great and explained everything.  I was a bit nervous about handing over my title and getting a check - wondering if it would bounce but everything worked out great!!  We received $1500 more then the dealership offered us.",03 août 2018,5
"Super fast, easy, professional, and fair.",03 août 2018,5
It was very fast and easy. We got to an agreement which work fof both of us!,03 août 2018,5
Very responsive courteous and professional people you don't see them in the car business anymore I would recommend them 100% the process is very simple and and fast,02 août 2018,5
Very nice representative always there when we had questions,01 août 2018,5
Thank you so much for helping me and helping answer all my questions I would recommend this company to anyone. They stand behind their word and make you feel comfortable. Any questions they answer them and any doubt you feel they answer it and the word is true.,31 juillet 2018,5
"it was fast, honest and fair way to sell my wreck! I will definitely recommend!",31 juillet 2018,5
"Michael was very honest , responsive, and generally a pleasure to work with.",31 juillet 2018,5
"Local junk places gave me terrible offers - CarBrain's was way better, and the whole process was super easy!",31 juillet 2018,5
"CarBrain was such a great find. Michael was wonderful to work with. It was a very easy solution to a difficult problem of getting rid of a car with a blown engine.  I was happy with the transaction and satisfied with the purchase price.  Alll my concerns about an ""online transaction"" were alleviated.  Perfect.Denise",31 juillet 2018,5
It sounded too good to be true but was not! They are very helpful and offer very fair pricing for your vehicle. Loved it and would do it again.,31 juillet 2018,5
The experience was wonderful. Michael walked us through the process and definitely made it a breeze. I've already recommended CarBrain to all of my colleagues. I'll definitely use this service again in the future. Thanks CarBrain!,31 juillet 2018,5
It was quick and easy and I got 4X what other places were offering me.,31 juillet 2018,5
Good on top of things got the ducks in a row so instead of jumping from one thing to other and all around when they call back with any thing or you call them u can pick up right were you were at. And when finialize is compete it don't take them long to get it. don't have wonder if it going to be pick like they get u or it got to seat for months and get a the run around. Ever they said on their pages is a fact. I would tell people to go start to you'll.,28 juillet 2018,5
Nancy is respondant quite fast and kind whenever I asked something concerning car selling.,27 juillet 2018,5
I almost did not write this but it bothers me more than ever when I am told something and then nothing. After speaking with Rodger I was told that I would receive a gift card for my trouble and would follow up with me. I hung up thinking it was nice that were sending the gift card and the fast response. Well it has been almost 2 weeks ago and nothing. I understand stand things happen and people are busy but don't say your going to do something and not fallow through.,27 juillet 2018,5
"Had never heard of CarBrain and was in a bind so gave them a whirl. The entire experience was super fast, efficient, friendly, and everything went down exactly as they had explained it. Katie was especially helpful.",27 juillet 2018,4
I had a good experience with CarBrain.  It was a less money than I expected ($150) though the front and back had been damaged.  The pick up was smooth and easy and the driver very courteous.  Overall I'd recommend them.,26 juillet 2018,1
very helpful and timely in responding to my messages.,25 juillet 2018,5
Honestly I was very skeptical of this entire deal but in the end it was very easy and painless. Nancy at carb rain was very straight forward and helpful the entire way through the process. I got my offer and 2 days later they picked up my truck and handed me a check. I couldn't ask for a better experience.,25 juillet 2018,5
Nancy was very helpful and answered all my questions,18 juillet 2018,5
Katie at CarBrain was WONDERFUL! I cannot say enough about how great everything worked out! She kept me up to date & in the loop - on all steps of the entire process. Waiting on The check now!!!!,18 juillet 2018,5
"This was the first time I ever had to sell a car to this kind of place.  This car had been my great friend for 16 years. Her name was Yasuko, named after a former student.  Nancy was very kind and explained everything so I knew what to expect. The truck that came to pick Yasuko up had just been washed.  It was a fine farewell to my friend.  My brother, who works as a police officer was interested in CarBrain, as he often is asked if he knows where to call for a wrecked car.  I was happy to give them Nancy's information.  Thanks, Nancy!",18 juillet 2018,5
Simple and fast - thank you!,18 juillet 2018,5
Katie helped us every step of the way. She made the process easy and less painful. I would recommend CarBrain to family and friends anytime.,18 juillet 2018,5
Katie is a 5 star rating for sure and not the 4 star as this application indicated.  All business was handled in a very timely fashion and Katie was always available to answer and questions.,15 juillet 2018,5
Our second transaction. Professional and timely.,14 juillet 2018,5
Awesome  everything was as promised,13 juillet 2018,5
